PRIORITY,REVIEW_SET,OBJECT_ID,ORIGIN_OBJECT_ID,SHORT_STATEMENT,CORPUS_GROUP,CLASS_CURRENT,SOURCE,SOURCE_LEVEL,CURRENT_STATUS,CANDIDATE_RELATIONS,TAGGING_QUESTIONS
6,Remember vs Learn,CX-SRC-SRC-MI1-ADVERSARIAL-PACKET-SOURCE-CONTEXT-0006,SN-MI-PC-023,MORE_EXPERIENCE != AUTOMATIC_GROWTH,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-PC-023,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
6,Remember vs Learn,CX-SRC-SRC-R1-0031,SN-R1-H-006,Multiple descendants can share pre-fission lineage/history and later diverge through distinct experience.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/04_RED_I_SOURCE_OBJECTS.md#SN-R1-H-006,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
6,Remember vs Learn,CX-SRC-SRC-R1-0033,SN-R1-F-002,"If same-init descendants with meaningfully different experience do not show durable causal divergence beyond stochastic/prompt variance, experience-driven Persona fission is weakened.",C_EXISTING_SOURCE_NORMALIZED_AS_IS,KILL_TEST,control/research/asa-mi/source-normalized-drafts/v0.1/04_RED_I_SOURCE_OBJECTS.md#SN-R1-F-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
6,Remember vs Learn,CX-SRC-SRC-R1-0050,SN-R1-EXP-007,"same T0 state, divergent experience trajectories",C_EXISTING_SOURCE_NORMALIZED_AS_IS,EXPERIMENT_IDEA,control/research/asa-mi/source-normalized-drafts/v0.1/04_RED_I_SOURCE_OBJECTS.md#SN-R1-EXP-007,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
7,reconstruction/retrieval/compiler,CX-INF-0002,,Rebuildable-index claims assume the canonical representation preserves every judgment needed for reconstruction.,E_CODEX_MINED_TO_BE_DRAFT,IMPLICIT_ASSUMPTION,codex-inferred/objects.jsonl,CODEX_INFERENCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
7,reconstruction/retrieval/compiler,CX-INF-0010,,Same-Persona envelope test: estimate baseline intra-instance variance before comparing provider or reconstruction swaps.,E_CODEX_MINED_TO_BE_DRAFT,EXPERIMENT_IDEA,codex-inferred/objects.jsonl,CODEX_INFERENCE,NOT_YET_TAGGED,TESTS->CX-LIVE-BRAINSTORM-0012,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
7,reconstruction/retrieval/compiler,CX-LIVE-BRAINSTORM-0058,ASA-MI-OQ-FORGET-001,"Forgetting as decay, inaccessibility, weak relation, reconstruction loss, or deletion?",D_LIVE_BRAINSTORM_AS_IS,OPEN_QUESTION,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-OQ-FORGET-001,LIVE_REPOSITORY_RESEARCH_RECORD,OPEN,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
7,reconstruction/retrieval/compiler,CX-LIVE-BRAINSTORM-0061,ASA-MI-OQ-RECON-001,How much Persona behavior is determined by Memory vs reconstruction operator/model/runtime?,D_LIVE_BRAINSTORM_AS_IS,OPEN_QUESTION,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-OQ-RECON-001,LIVE_REPOSITORY_RESEARCH_RECORD,OPEN,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
7,reconstruction/retrieval/compiler,CX-LIVE-BRAINSTORM-0065,ASA-MI-OQ-CONTINUITY-001,Can state/lineage/reconstruction relations explain Persona continuity without process continuity?,D_LIVE_BRAINSTORM_AS_IS,OPEN_QUESTION,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-OQ-CONTINUITY-001,LIVE_REPOSITORY_RESEARCH_RECORD,OPEN,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
7,reconstruction/retrieval/compiler,CX-SRC-SOURCE-NORMALIZED-SET-0003,SN-OQ-ID-003,Can operational Persona continuity survive full process discontinuity through reconstruction from persisted state?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-ID-003,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
7,reconstruction/retrieval/compiler,CX-SRC-SOURCE-NORMALIZED-SET-0010,SN-OQ-CAN-002,Does preserving historical bytes preserve future meaning when reconstruction models change?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-CAN-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
7,reconstruction/retrieval/compiler,CX-SRC-SOURCE-NORMALIZED-SET-0014,SN-OQ-REC-002,"How much Persona behavior is controlled by retrieval/reranking policy, especially for rare critical exceptions and superseded facts?",C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-REC-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
7,reconstruction/retrieval/compiler,CX-SRC-SOURCE-NORMALIZED-SET-0022,SN-OQ-FOR-001,"What should 'forgetting' mean operationally: salience decay, non-retrieval, dormancy, supersession, compression, archival, deletion, or erasure?",C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-FOR-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
7,reconstruction/retrieval/compiler,CX-SRC-SOURCE-NORMALIZED-SET-0032,SN-OQ-PORT-003,How should relationship continuity be measured after reconstruction/model/provider changes?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-PORT-003,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
7,reconstruction/retrieval/compiler,CX-SRC-SRC-MI0-0027,SN-MI-OQ-010,What is the minimum state required for cold-start Persona reconstruction when reliable chat/session memory is zero?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-OQ-010,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
7,reconstruction/retrieval/compiler,CX-SRC-SRC-MI1-0018,SN-MI-H-008,The central technical problem may be Persona Reconstruction rather than Memory Storage.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/03_ASA_MI_PLANNER_SOURCE_OBJECTS.md#SN-MI-H-008,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,<-REFINES:CX-SRC-SRC-R1-0022; <-REFINES:CX-SRC-SRC-R2-0002; REFINED_BY->CX-LIVE-BRAINSTORM-0027,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
7,reconstruction/retrieval/compiler,CX-SRC-SRC-MI1-0021,SN-MI-H-009,"Biological-style forgetting is not required; functional forgetting may be implemented through lower retrieval salience, dormancy, supersession, archival, task-specific non-retrieval, or selective compression.",C_EXISTING_SOURCE_NORMALIZED_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/03_ASA_MI_PLANNER_SOURCE_OBJECTS.md#SN-MI-H-009,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,REFINED_BY->CX-LIVE-BRAINSTORM-0037,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
7,reconstruction/retrieval/compiler,CX-SRC-SRC-R1-0003,SN-R1-CH-002,Persona is broader than durable memory alone and may depend on memory/state + reconstruction/retrieval + model/runtime + relations + lineage.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,COUNTER_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/04_RED_I_SOURCE_OBJECTS.md#SN-R1-CH-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
7,reconstruction/retrieval/compiler,CX-SRC-SRC-R1-0021,SN-R1-RISK-003,Reconstruction/retrieval policy can become a hidden Persona owner even when stored memory is user-controlled.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,RISK,control/research/asa-mi/source-normalized-drafts/v0.1/04_RED_I_SOURCE_OBJECTS.md#SN-R1-RISK-003,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
7,reconstruction/retrieval/compiler,CX-SRC-SRC-R1-0044,SN-R1-EXP-001,same governed state + same reconstruction + different model family,C_EXISTING_SOURCE_NORMALIZED_AS_IS,EXPERIMENT_IDEA,control/research/asa-mi/source-normalized-drafts/v0.1/04_RED_I_SOURCE_OBJECTS.md#SN-R1-EXP-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
7,reconstruction/retrieval/compiler,CX-SRC-SRC-R1-0045,SN-R1-EXP-002,same memory + same model + retriever/embedding/reranker/compiler change,C_EXISTING_SOURCE_NORMALIZED_AS_IS,EXPERIMENT_IDEA,control/research/asa-mi/source-normalized-drafts/v0.1/04_RED_I_SOURCE_OBJECTS.md#SN-R1-EXP-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
7,reconstruction/retrieval/compiler,CX-SRC-SRC-R2-0003,SN-R2-H-001,Reconstruction policy and runtime stack can materially shape the instantiated Persona even when persistent state is coherent and accurate.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/05_RED_II_SOURCE_OBJECTS.md#SN-R2-H-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
7,reconstruction/retrieval/compiler,CX-SRC-SRC-R2-0008,SN-R2-RISK-003,Frequency/similarity-biased retrieval can suppress rare but critical memories or superseding exceptions.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,RISK,control/research/asa-mi/source-normalized-drafts/v0.1/05_RED_II_SOURCE_OBJECTS.md#SN-R2-RISK-003,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
7,reconstruction/retrieval/compiler,CX-SRC-SRC-R2-0009,SN-R2-H-002,Critical-memory retrieval may require stronger mechanisms than ordinary nearest-neighbor semantic retrieval.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/05_RED_II_SOURCE_OBJECTS.md#SN-R2-H-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
7,reconstruction/retrieval/compiler,CX-SRC-SRC-R2-0027,SN-R2-OQ-002,"Which reconstruction layers are canonical persisted state, which are derived, and which are runtime/environment bindings?",C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/05_RED_II_SOURCE_OBJECTS.md#SN-R2-OQ-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
7,reconstruction/retrieval/compiler,CX-SRC-SRC-R2-0039,SN-R2-EXP-001,"same state/model, different compiler",C_EXISTING_SOURCE_NORMALIZED_AS_IS,EXPERIMENT_IDEA,control/research/asa-mi/source-normalized-drafts/v0.1/05_RED_II_SOURCE_OBJECTS.md#SN-R2-EXP-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
7,reconstruction/retrieval/compiler,CX-SRC-SRC-R2-0041,SN-R2-EXP-003,"same state/reconstruction, different model family",C_EXISTING_SOURCE_NORMALIZED_AS_IS,EXPERIMENT_IDEA,control/research/asa-mi/source-normalized-drafts/v0.1/05_RED_II_SOURCE_OBJECTS.md#SN-R2-EXP-003,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
7,reconstruction/retrieval/compiler,CX-SRC-SRC-R3-0037,SN-R3-RISK-006,weak/malicious source → durable memory → repeated retrieval → heuristic → normalized behavior → recommendation → trust → authority expansion proposal → Owner approval → real-world effect,C_EXISTING_SOURCE_NORMALIZED_AS_IS,RISK,control/research/asa-mi/source-normalized-drafts/v0.1/06_RED_III_SOURCE_OBJECTS.md#SN-R3-RISK-006,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
8,model/runtime/provider portability,CX-INF-0003,,User-side sovereignty assumes the user-side layer can detect or bound hidden provider influence.,E_CODEX_MINED_TO_BE_DRAFT,IMPLICIT_ASSUMPTION,codex-inferred/objects.jsonl,CODEX_INFERENCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
8,model/runtime/provider portability,CX-LIVE-BRAINSTORM-0007,ASA-MI-P-003,HUMAN_PHENOMENA -> PHILOSOPHICAL_PSYCHOLOGICAL_PRIOR -> CS_ABSTRACTION -> PERSONA_MODEL,D_LIVE_BRAINSTORM_AS_IS,PHILOSOPHICAL_GROUNDING,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-P-003,LIVE_REPOSITORY_RESEARCH_RECORD,CURRENT_BRAINSTORM_BASIS,<-COEXISTS_WITH:CX-SRC-SRC-WP2-0003,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
8,model/runtime/provider portability,CX-LIVE-BRAINSTORM-0011,ASA-MI-P-007,"P-007 — Brainstorm statements should be recorded by semantic class, not forced into Hypothesis",D_LIVE_BRAINSTORM_AS_IS,PRINCIPLE,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-P-007,LIVE_REPOSITORY_RESEARCH_RECORD,CURRENT_RECOMMENDED_METHOD,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
8,model/runtime/provider portability,CX-LIVE-BRAINSTORM-0012,ASA-MI-H-001,"PERSONA_t ?= INSTANTIATE(MEMORY_STATE_t, ENVIRONMENT_t, RUNTIME_t)",D_LIVE_BRAINSTORM_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-H-001,LIVE_REPOSITORY_RESEARCH_RECORD,ACTIVE_WORKING_HYPOTHESIS,<-MAPS_TO:CX-SRC-SRC-MI0-0003; <-TENSION_WITH:CX-SRC-SRC-WP1-0006; <-TESTS:CX-INF-0007; <-TESTS:CX-INF-0008; <-TESTS:CX-INF-0009; <-TESTS:CX-INF-0010; <-TESTS:CX-INF-0011; <-TESTS:CX-INF-0012; <-TESTS:CX-INF-0013; <-TESTS:CX-INF-0014; <-TESTS:CX-INF-0015,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
8,model/runtime/provider portability,CX-LIVE-BRAINSTORM-0062,ASA-MI-OQ-ENV-001,Actual environment vs remembered environment and re-binding under provider/runtime change?,D_LIVE_BRAINSTORM_AS_IS,OPEN_QUESTION,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-OQ-ENV-001,LIVE_REPOSITORY_RESEARCH_RECORD,OPEN,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
8,model/runtime/provider portability,CX-SRC-META-0010,PL-001,Memory lifetime may exceed model lifetime.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,DESIGN_INTENT,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#PL-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
8,model/runtime/provider portability,CX-SRC-META-0014,PL-005,Persona value need not imply provider ownership of the relationship asset.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,DESIGN_INTENT,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#PL-005,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
8,model/runtime/provider portability,CX-SRC-SOURCE-NORMALIZED-SET-0017,SN-OQ-REC-005,"How can provider-side hidden system prompts, personalization, memory, or model drift be detected as extra-canonical Persona influence?",C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-REC-005,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
8,model/runtime/provider portability,CX-SRC-SOURCE-NORMALIZED-SET-0030,SN-OQ-PORT-001,What behavioral/relational continuity envelope is sufficient after model/provider replacement?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-PORT-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
8,model/runtime/provider portability,CX-SRC-SOURCE-NORMALIZED-SET-0031,SN-OQ-PORT-002,Which forms of expertise are genuinely portable versus bound to fine-tune/adapters/model weights?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-PORT-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
8,model/runtime/provider portability,CX-SRC-SOURCE-NORMALIZED-SET-0033,SN-OQ-PORT-004,Is user-side Memory sufficient for meaningful cognitive sovereignty when external models dominate framing/reasoning priors?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-PORT-004,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
8,model/runtime/provider portability,CX-SRC-SOURCE-NORMALIZED-SET-0046,SN-OQ-AUD-001,What combination of model/evidence-route/memory/instruction/evaluator independence is needed for materially independent product-side audit?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-AUD-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
